Sd	Sn	Smn	Smd	S1	S2	Sm1	Sm2	V	Vm	Id	In	Imn	Imd	I1	I2	Im1	Im2	Rd	Rn	Rmn	Rmd	Rv	Rmv	time
11.285999999999998	82.764	4.356	0.594	0.0	0.0	0.0	0.0	0.0	0.0	0.11399999999999999	0.836	0.044000000000000004	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.230809943118134	81.94850576569371	4.270489270326598	0.5881920285653154	0.020754421321751072	0.0005680327549650588	0.008702206733632619	5.950969079718415e-05	0.394734446523674	0.03487959046150599	0.0010730930478866907	0.007845188746573407	0.0007798239741760014	0.00010702861098988459	1.219972477791685e-06	2.589983877235142e-08	1.0232806395033758e-06	5.428746381653547e-09	0.1681169638339796	1.227570887776501	0.0850719377688816	0.011700942823694991	2.001131053644086e-05	1.6632335019129435e-05	1.0
11.23069158660247	81.53892876382726	4.227802258624686	0.588164867687471	0.041412016983563775	0.0022664678100938855	0.017334745611970688	0.0002368195937478345	0.7872505382304008	0.06941358857967139	1.038829583183263e-05	7.558143754843975e-05	7.818406699240934e-06	1.0831971857522331e-06	3.0306085515790526e-08	1.3968020524301714e-09	2.5386622347052298e-08	2.9211737227889023e-10	0.16929802510170094	1.2300442908492715	0.08518631392067938	0.011834049115343264	2.2309159004469597e-05	1.8429583801292786e-05	2.0
11.231109105524125	81.13527006476696	4.185941632400079	0.5881938714465291	0.06191193439007449	0.005081288287031966	0.025859319857784956	0.0005293073613313463	1.1767482168372148	0.10351175244719096	9.996070233950884e-08	7.236945075222215e-07	7.479858336634656e-08	1.0465168741042552e-08	4.726665517729765e-10	3.4146467098406074e-11	3.9515945409450866e-10	7.120860431704648e-12	0.16889079451517536	1.2209655756145938	0.08413966916647433	0.011806118088302014	2.219590281559732e-05	1.8243566272267224e-05	3.0
11.231530755442275	80.73363925332356	4.144498775352943	0.5882233446700342	0.08225382592132023	0.008998215588488076	0.03427600364939414	0.000934338301817124	1.5632430084036995	0.13717828483924624	9.243088774270273e-10	6.659974008505313e-09	6.857460534875492e-10	9.686002059497146e-11	5.976331033384614e-12	5.854017656212413e-13	4.985645993606457e-12	1.2171438401556624e-13	0.1684692436334193	1.2118436592240958	0.08309457958239128	0.011776655233105515	2.2030872311413272e-05	1.801758334996637e-05	4.0
11.23195140203994	80.33398928223123	4.103465737431695	0.5882527494861144	0.10243888422128833	0.014003160944519897	0.04258614100570516	0.001449333475234065	1.946757966202925	0.17041863107587094	-4.185789373138829e-11	-3.066905942406042e-10	-3.2773067267063416e-11	-4.4782782303698424e-12	-1.4760630367294627e-14	3.1313074985621025e-14	-1.4665408968146133e-14	6.433767577018696e-15	0.16804859800192176	1.2027888404370282	0.08206236327052895	0.011747250518363724	2.18662697117171e-05	1.7793773742691653e-05	5.0
11.2323709989857	79.93631009046041	4.062838437294733	0.5882820809502495	0.12246831799095248	0.020082160408417975	0.050791080259909145	0.0020717559967905123	2.327316060962939	0.2032381854408089	3.689477950197097e-10	2.0908309018664753e-09	1.1121300822780513e-10	3.238960398925935e-11	3.0673937413472705e-11	6.601645207789561e-12	2.5330912185502763e-11	1.3634073031575808e-12	0.16762900064535144	1.1938016652024868	0.08104296816222684	0.011717919017360894	2.1702846688500544e-05	1.757270762000624e-05	6.0
11.23278954801569	79.54059198910825	4.022612859905612	0.5883113391527209	0.14234332972633762	0.027221353070380615	0.05889215608197667	0.0027991065401511135	2.7049401402657294	0.23564228664146084	2.3884361888959034e-10	1.0925647748060554e-09	-3.8168414134050355e-12	1.7939760601780386e-11	3.271194473973158e-11	7.074635780783369e-12	2.7011675931619306e-11	1.461638713330882e-12	0.16721045174546573	1.1848816460141758	0.08003623639136807	0.011688660829339293	2.1540682758382265e-05	1.7354414771685503e-05	7.0
11.233207052005547	79.14682538435662	3.9827850471843353	0.5883405243036217	0.16206510771185811	0.0354070698359601	0.06689068073578441	0.0036289391011098595	3.0796527814040338	0.2676361837139714	4.893624405323579e-09	-1.2158964079841131e-09	-6.964987803599916e-09	8.946813438203643e-11	1.8291541215768153e-09	3.9908444922074184e-10	1.510170604858567e-09	8.24736149996432e-11	0.16679294310083098	1.1760282781399276	0.07904201737084426	0.011659475606910054	2.1377539237208483e-05	1.713726629610626e-05	8.0
11.233623513545648	78.75500069966516	3.9433510685586386	0.5883696365837143	0.18163483444954484	0.044625735455906375	0.07478795361830062	0.00455884278974609	3.45147645202319	0.29922507426472966	5.121999550719799e-10	-1.7535578984213758e-10	-7.429665631110734e-10	8.80689167737195e-12	1.9111187209886703e-10	4.166723600570093e-11	1.5778660667104867e-10	8.612061470310917e-12	0.16637648594215715	1.1672410585575639	0.07806013555041627	0.011630363407478667	2.1219791194528186e-05	1.69257947346206e-05	9.0
